庆余年第二季,#genre#
	五莲新闻综合
	武城新闻综合
	武城综艺影视
	夏津公共
	夏津综合
	新泰乡村
	新泰乡村,http://111.17.214.12:1935/live/xtxc/playlist.m3u8
	新泰乡村,http://119.184.188.117:1935/live/xtxc/playlist.m3u8
	新泰乡村,http://live.xtgdw.cn:1935/live/xtxc/playlist.m3u8
	新泰新闻综合
	新泰综合,http://111.17.214.12:1935/live/xtzh/playlist.m3u8
	新泰综合,http://119.184.188.117:1935/live/xtzh/playlist.m3u8
	新泰综合,http://live.xtgdw.cn:1935/live/xtzh/playlist.m3u8
	薛城新闻综合
	烟台公共,http://live.yantaitv.cn/live/e50f104a4ffe4a41b2217cbda534146f/d86092e69df94668b33390278b061700-1.m3u8
	烟台经济科技,http://live.yantaitv.cn/live/27f84144e95a4652ae9e5c211b2a6b55/405f3e33ba384aa0a16014d0becd1261-1.m3u8
	烟台新闻综合,http://live.yantaitv.cn/live/3e81a8879da44c5dadf3bd9c10468e1c/9b776d420ee4438199b7657c8eb88f07-1.m3u8
	烟台影视,http://live.yantaitv.cn/live/e9f1d9045d474c31884d13fa4ffbbd16/a4a9b3704d854756907845107cc56129-1.m3u8
	
	兖州生活
	兖州新闻
	阳谷新闻综合
	阳谷影视
	阳信新闻综合
	沂源生活
	沂源新闻
	沂源综合
	峄城综合
	鱼台生活
	鱼台新闻
	禹城综合
	禹城综艺
	郓城新闻
	郓城综艺
	鄆城新闻
	枣庄公共,http://stream.zztvzd.com/3/sd/live.m3u8?shandd
	枣庄公共,http://stream.zztvzd.com/3/sd/live.m3u8
	枣庄教育,http://stream.zztvzd.com/2/sd/live.m3u8?shandd
	枣庄教育,http://stream.zztvzd.com/2/sd/live.m3u8
	枣庄经济生活,http://stream.zztvzd.com/2/sd/live.m3u8
	枣庄市中综合
	枣庄新闻综合,http://stream.zztvzd.com/1/sd/live.m3u8
	枣庄新闻综合,http://stream.zztvzd.com/1/sd/live.m3u8?shandd
	沾化综合
	张店2
	张店综合
	章丘综合
	长岛
	长清生活
	长清新闻
	招远综合
	招远综艺
	周村生活
	周村新闻
	诸城生活娱乐
	诸城新闻综合
	淄博高新
	淄川生活
	淄川新闻
	邹城文化生活
	邹城新闻综合
	邹平民生
	邹平新闻
	
	
	
	//上面的山东地方台
	
	
	📡山西地方,#genre#
	
	山西黄河,http://live.cooltv.top/tv/cutv.php?id=sxhh
	山西黄河,http://liveflash.sxrtv.com/live/huanghe.m3u8?sub_m3u8=true&edge_slice=true
	
	山西经济,http://liveflash.sxrtv.com/live/sxfinance.m3u8?sub_m3u8=true&edge_slice=true
	山西经济,http://live.cooltv.top/tv/cutv.php?id=sxjj
	山西社会与法治,http://liveflash.sxrtv.com/live/sxedu.m3u8?sub_m3u8=true&edge_slice=true
	
	
	山西文体生活,http://liveflash.sxrtv.com/live/sxpublic.m3u8?sub_m3u8=true&edge_slice=true
	
	
	山西影视,http://live.cooltv.top/tv/cutv.php?id=sxys
	山西影视,http://liveflash.sxrtv.com/live/sxfilm.m3u8?sub_m3u8=true&edge_slice=true
	安泽综合
	大宁综合
	定襄综合,http://lbyzztfe.live.sxmty.com/live/hls/645ff4c60e0a49f0a203abbd73dd8be9/0720e665f10f48e98c9639f4f492fb4a-1.m3u8
	定襄综合,http://lbyzztfe.live.sxmty.com/live/hls/645ff4c60e0a49f0a203abbd73dd8be9/0720e665f10f48e98c9639f4f492fb4a-1.m3u8?zshanxd
	
	汾西综合,https://qmmqvzoz.live.sxmty.com/live/hls/f24f8a390c084386a564074c9260100c/be3fdf07606145739ab2c4b80fe0136a.m3u8
	汾西综合,https://qmmqvzoz.live.sxmty.com/live/hls/f24f8a390c084386a564074c9260100c/be3fdf07606145739ab2c4b80fe0136a.m3u8?zshanxd
	
	高平综合,http://live.gprmt.cn/gpnews/hd/live.m3u8
	高平综合,http://live.gprmt.cn/gpnews/hd/live.m3u8?zshanxd
	
	古县综合,https://l2fpdktp.live.sxmty.com/live/hls/e4c3b363cc4549788e2d983f403e07db/d99ce1eb686e41b9afc888110bd95aa7.m3u8?zshanxd
	壶关电视台,http://zmjp3jin.live.sxmty.com/live/hls/268fe96f955d496db37fb10bb887cda9/fc196029d289449ea524a94a95379a0d.m3u8
	壶关电视台,http://zmjp3jin.live.sxmty.com/live/hls/268fe96f955d496db37fb10bb887cda9/fc196029d289449ea524a94a95379a0d.m3u8?zshanxd
	
	怀仁综合,http://1yp7hc5p.live.sxmty.com/live/hls/bff8529922344209985b6e49baa9555a/efa2543628fc4a7ea93d3d6c975f77dc.m3u8?zshanxd
	怀仁综合,http://1yp7hc5p.live.sxmty.com/live/hls/bff8529922344209985b6e49baa9555a/efa2543628fc4a7ea93d3d6c975f77dc.m3u8
	
	吉县新闻综合,http://jxlive.jxrmtzx.com:8091/live/xwzh.m3u8
	吉县新闻综合,http://jxlive.jxrmtzx.com:8091/live/xwzh.m3u8?zshanxd
	交城电视台
	晋城公共,http://live.jinnews.com.cn/ggpd/sd/live.m3u8
	晋城公共,http://live.jinnews.com.cn/ggpd/sd/live.m3u8?zshanxd
	晋城新闻,http://live.jinnews.com.cn/xwzh/sd/live.m3u8
	晋城新闻,http://live.jinnews.com.cn/xwzh/sd/live.m3u8?zshanxd
	
	晋中公共,http://jzlive.jztvnews.com:90/live/jzgg.m3u8?zshanxd
	晋中公共,http://jzlive.jztvnews.com:90/live/jzgg.m3u8
	
	晋中新闻,http://jzlive.jztvnews.com:90/live/jzzh.m3u8?zshanxd
	晋中新闻,http://jzlive.jztvnews.com:90/live/jzzh.m3u8
	
	黎城综合
	临汾三套
	临猗综合
	
	灵丘电视台,https://stream.icelook.cn/1a7c625fde427dc3/6735154231323395076_1611041008.m3u8?auth_key=1893456000-0-0-fe9d45877d8cdddb4afccd9c1a12f3f8
	灵石新闻综合,https://live-stream.lsxrmtzx.com/live/video.m3u8
	灵石新闻综合,https://live-stream.lsxrmtzx.com/live/video.m3u8?zshanxd
	潞城新闻综合,http://59.48.42.6:62204/lucheng.m3u8
	
	
	宁武综合,https://fvsln5ps.live.sxmty.com/live/hls/7922d2cdc4734bb3921826418cfa992d/cd7756e2135a48758e73017d502d8ec1-1.m3u8?zshanxd
	
	平鲁综合频道,https://stream.icelook.cn/790d0a0f38c07f31/6728300245723120644_1609747594.m3u8?auth_key=1893456000-0-0-0cc4be5653a88cdb748a4543643d0fdb
	平顺综合,https://stream.icelook.cn/2daa869d1623782d/6679643898219856900_1602492802.m3u8?auth_key=1893456000-0-0-8c6e3e73d78411a6bd6e2faef2b275d0
	平遥新闻综合,https://tntgjhjb.live.sxmty.com/live/hls/3a4585ac11ec4e1bb07b419101b370c3/baf63e2b313440c2a25d7859f9b73b05-1.m3u8?zshanxd
	祁县新闻综合
	社会与法治,http://liveflash.sxrtv.com/live/sxedu.m3u8?sub_m3u8=true&edge_slice=true#http://live.cooltv.top/tv/cutv.php?id=sxkj#http://live.cooltv.top/tv/tide.php?id=sxshfz#http://api2.52tb.xyz/info?id=642&token=20230405tndmhg
	神池新闻综合
	文体生活,http://liveflash.sxrtv.com/live/sxpublic.m3u8?sub_m3u8=true&edge_slice=true#http://live.cooltv.top/tv/tide.php?id=sxwtsh#http://live.cooltv.top/tv/cutv.php?id=sxgg
	闻喜综合,https://www.wxhcgbds.com:8081/channelTv/WXTV_1.m3u8?zshanxd
	
	五台综合,https://568slnjf.live.sxmty.com/live/hls/90c8b2efeb164cc0a6c2409eed668d6b/f77cbb89ec57435b9ba4c47589c16e4f-1.m3u8
	五台综合,https://568slnjf.live.sxmty.com/live/hls/90c8b2efeb164cc0a6c2409eed668d6b/f77cbb89ec57435b9ba4c47589c16e4f-1.m3u8?zshanxd
	五寨综合,https://stream.icelook.cn/cf2874738208c975/6727103226484622340_1607389965.m3u8?auth_key=1893456000-0-0-c8ce454296feaadfd96bc25904e2b688
	武乡新闻综合,http://60.220.198.84:81/0.m3u8
	武乡新闻综合,http://uzoiczhh.live.sxmty.com/live/hls/0d41f1480c4042d49927858f01fde707/53130407737b417b9a6259b57246bae3.m3u8
	
	昔阳电视台
	
	襄汾综合,http://7sycrzf7.live.sxmty.com/live/hls/da9222d15ce7491d85fe3519e5201df5/af161dfd2a434b22b3b75fdd72fb9038-1.m3u8
	襄汾综合,http://7sycrzf7.live.sxmty.com/live/hls/da9222d15ce7491d85fe3519e5201df5/af161dfd2a434b22b3b75fdd72fb9038-1.m3u8?zshanxd
	襄垣电视,http://video.xyxrmt.com/lsdream/2MAgsgb/1000/live.m3u8?zshanxd
	
	
	阳曲综合,https://83awgyp5.live.sxmty.com/live/hls/6f6f4b36f9bd42628b718b595ba507ed/724b7e8907a8414d873eb2a2f69bfa18.m3u8?zshanxd
	阳泉科教HD,https://live.goodiptv.club/api/yqgd.php?id=yqkjhd
	
	翼城综合,http://live.aiyicheng.com.cn/channel1/sd/live.m3u8
	翼城综合,http://live.aiyicheng.com.cn/channel1/sd/live.m3u8?zshanxd
	
	原平综合,http://xkmspyxn.live.sxmty.com/live/hls/65072fcc05414062bf02088d2a2a77b2/9da977614b044ef59d11779e997a12f8-1.m3u8
	原平综合,http://xkmspyxn.live.sxmty.com/live/hls/65072fcc05414062bf02088d2a2a77b2/9da977614b044ef59d11779e997a12f8-1.m3u8?zshanxd
	
	运城公共,http://live.0359tv.com/lsdream/t667aTY/1000/live.m3u8
	运城公共,http://live.0359tv.com/lsdream/t667aTY/1000/live.m3u8?zshanxd
	
	运城科技教育,http://live.0359tv.com/lsdream/p5eq48m/1000/live.m3u8
	运城科技教育,http://live.0359tv.com/lsdream/p5eq48m/1000/live.m3u8?zshanxd
	
	运城新闻综合,http://live.0359tv.com/lsdream/ss4Lj11/1000/live.m3u8
	运城新闻综合,http://live.0359tv.com/lsdream/ss4Lj11/1000/live.m3u8?zshanxd
	
	长治公共频道
	长治教育频道
	长治新闻综合
	长子综合,http://zzlive.zzc-media.com:8092/live/xwzh.m3u8
	长子综合,http://zzlive.zzc-media.com:8092/live/xwzh.m3u8?zshanxd
	
	
	
	//上面的山西地方台
	
	
	📡陕西地方,#genre#
	
	陕西一套,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226357/1.m3u8
	陕西四套
	陕西五套
	陕西六套,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226362/1.m3u8
	陕西七套
	农林卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226229/index.m3u8
	安康公共,http://mmitv.top/test/tianma.php?id=akgg
	安康教育,http://mmitv.top/test/tianma.php?id=akjy
	
	安康综合,http://mmitv.top/test/tianma.php?id=akzh
	安康综合,http://[2409:8087:7000:20::4]/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226385/index.m3u8
	
	宝鸡1,http://[2409:8087:7000:20::4]/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226383/index.m3u8
	宝鸡2,http://[2409:8087:7000:20::4]/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226384/index.m3u8
	
	保山一套
	保山二套
	城园,http://[2409:8087:7000:20::4]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226920/index.m3u8
	佛坪电视台,http://[2409:8087:7002:20::3]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226454/index.m3u8
	扶风,http://[2409:8087:7000:20::4]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221227005/index.m3u8
	汉中,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226331/1.m3u8
	汉中1,http://[2409:8087:7000:20::4]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226331/index.m3u8
	汉中2,http://[2409:8087:7000:20::4]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225990/index.m3u8
	汉中3,http://[2409:8087:7000:20::4]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225991/index.m3u8
	略阳,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226322/1.m3u8
	岐山,http://[2409:8087:7000:20::4]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226982/index.m3u8
	千阳,http://[2409:8087:7000:20::4]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226945/index.m3u8
	陕西FGTV1,http://[2409:8087:7000:20::4]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226990/index.m3u8
	商洛1,http://[2409:8087:7000:20::4]/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226378/index.m3u8
	神木1,http://[2409:8087:7000:20::4]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226993/index.m3u8
	石泉电视台,http://[2409:8087:7000:20::4]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226965/index.m3u8
	铜川
	吴起电视台,http://[2409:8087:7000:20::4]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226967/index.m3u8
	西安丝路,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226370/1.m3u8
	西乡融媒,http://[2409:8087:7000:20::4]/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226556/index.m3u8
	咸阳,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226372/index.m3u8
	洋县电视台1,http://[2409:8087:7002:20::3]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226938/index.m3u8
	紫阳综合,http://[2409:8087:7000:20::4]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221227002/index.m3u8
	
	
	//上面的陕西地方台
	
	
	📡上海地方,#genre#
	
	上海东方影视
	上海都市
	上海教育电视台
	上海外语频道
	上海新闻综合
	嘉定电视台,https://pili-live-hls.wdit.com.cn/wditlive/15472c98517744b994e85c9c60cc93cf6a3b.m3u8
	崇明电视台,https://pili-live-hls.wdit.com.cn/wditlive/c038f4fafbdf4f97ba74c74ad67259b931ee.m3u8
	金山电视台
	上海纪实人文,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226230/index.m3u8
	
	
	//上面的上海东方地方台
	
	
	📡四川地方,#genre#
	
	四川妇女儿童
	四川经济频道
	四川康定,http://kdfile.ganzitv.com/nmip-media/channellive/channel100663/playlist.m3u8
	四川康定,http://m3u8-kd.channel.ganzitv.com/nmip-media-yajiang/channellive/channel100663/playlist.m3u8?
	四川科教,http://182.150.115.21:8030/pcgacg/pcgacg_0.m3u8
	四川文化旅游
	四川乡村
	四川新闻
	四川影视
	安州新闻频道
	巴中综合,http://ocj2.kksmg.com/ocj1/ocj1.m3u8
	宝兴综合,http://drs.tv.yatv.tv:8080/channellive/baoxingxian.flv
	北川电视一套,http://dcpull.sctvcloud.com:80/live/561c239c01881000e4bfd3e600000000/playlist.m3u8
	
	苍溪综合,http://livecx.cxxrmt.com:80/cxdst/zb03.m3u8?auth_key=1692864295-0-0-4edeb8a8702116ab36f44606c26719f4
	朝天新闻综合,https://m3u8.channel.dzsm.com:443/nmip-media/channellive/channel104601/playlist.m3u8
	
	成都高新电视
	达州公共,http://tv.drs.dzxw.net/channellive/ggpd-dz2.flv
	达州通川,http://tv.drs.dzxw.net/channellive/tcpd-dz3.flv
	
	达州新闻,http://tv.drs.dzxw.net:80/channellive/xwzhpd-dz1.flv
	达州新闻,http://tv.drs.dzxw.net/channellive/xwzhpd-dz1.flv
	
	大英新闻综合,http://zb.dysm99.com:80/live/26690_417cfae3026a11ee89e7b8599faecf3c.m3u8
	大竹新闻综合,http://60.255.120.30:89/live1/live1.m3u8?zsicd#http://60.255.120.30:89/live1/live1.m3u8
	大竹新闻综合,http://60.255.120.30:89/live1/live1.m3u8
	
	大竹阳光政务,http://60.255.120.30:89/live2/live2.m3u8
	大竹阳光政务,http://60.255.120.30:89/live2/live2.m3u8?zsicd
	
	
	丹棱新闻综合
	丹棱综合,http://dcpull.sctvcloud.com:80/live/51f08e62018810000b2562ab00000000/playlist.m3u8
	
	德格综合,http://dgfile.ganzitv.com:80/nmip-media/channellive/channel101955/playlist.m3u8
	
	德阳公共,http://scdytv.cn:1935/live/m_ggpd_livevideo/playlist.m3u8
	
	德阳新闻综合,http://scdytv.cn:1935/live/m_xwpd_livevideo/playlist.m3u8
	德阳新闻综合,http://scdytv.cn:1935/live/m_xwpd_livevideo/playlist.m3u8?zsicd
	
	
	东兴综合频道
	峨边电视台,rtmp://tv.ebrm.lsrm.org.cn/channellive/ch1
	峨眉山综合,https://embl.emsyd.jrem.cn:443/aaa/003.m3u8?auth_key=1669861584-0-0-f96c19f553b976f1f9800423b10baa5b
	富顺综合,http://pili-live-rtmp.145.i2863.com/i2863-145/live_145_906964.m3u8#http://pili-live-hls.145.i2863.com:80/i2863-145/live_145_906964.m3u8
	
	甘洛综合,http://dcpull.sctvcloud.com:80/live/4ba0f5ec018810005fe8143900000000/playlist.m3u8
	
	
	甘孜综合,http://tv.drs.ganzitv.com:8100/channellive/gztv.flv?zsicd
	甘孜综合,http://tv.drs.ganzitv.com:8100/channellive/gztv.flv
	
	
	珙县综合,http://pili-live-hls-cqgx.tianma3600.com/cqgx/ggpd.m3u8
	
	广安公共,http://live1.gatv.com.cn:85/live/GGPD_ggpdzm.m3u8
	广安公共,http://live1.gatv.com.cn:85/live/GGPD_ggpdzm.m3u8?zsicd
	
	广安新闻综合,http://live1.gatv.com.cn:85/live/XWZH.m3u8
	
	广汉新闻综合
	
	广元公共频道
	广元综合频道
	汉源综合,http://live.hyxrmt.com:85/live/xwpd.m3u8?zsicd
	汉源综合,http://live.hyxrmt.com:85/live/xwpd.m3u8
	
	黑水新闻综合,http://live.schstv.com:90/live/xwzh.m3u8
	洪雅综合,http://117.172.215.250:8083/videos/live/35/39/GQVbrgob5CGJM/GQVbrgob5CGJM.M3U8
	洪雅综合,http://117.172.215.250:8083/videos/live/35/39/GQVbrgob5CGJM/GQVbrgob5CGJM.M3U8
	
	
	会东综合,http://112.45.133.129:90/live/xwzh.m3u8
	会东综合,http://112.45.133.129:90/live/xwzh.m3u8?zsicd
	会东综合,http://live.schdxww.com:90/live/xwzh.m3u8
	会东综合,http://live.schdxww.com:90/live/xwzh.m3u8?zsicd
	会东综合,http://live.schdxww.com:90/live/xwzh.m3u8
	
	会理新闻频道
	夹江新闻综合,rtmp://tv.jjrm.org.cn/channellive/ch1
	
	犍为新闻综合,http://r8.vzan.com:80/v/slowlive_230559508552681163.m3u8
	剑阁新闻综合,https://tvfile.scjgtv.cn:443/nmip-media/channellive/channel104126/playlist.m3u8
	
	江油,http://dcpull.sctvcloud.com:80/live/56ce76ab01881000f9f7f6c700000000/playlist.m3u8
	江油新闻综合
	
	金川乡村,http://live.jinchuanrmt.com:90/live/jcxc.m3u8
	金川乡村,http://live.jinchuanrmt.com:90/live/jcxc.m3u8?zsicd
	金川乡村,http://139.203.180.9:90/live/jcxc.m3u8
	
	
	金川新闻综合,http://139.203.180.9:90/live/zhxw.m3u8
	金川新闻综合,http://live.jinchuanrmt.com:90/live/zhxw.m3u8
	金川新闻综合,http://live.jinchuanrmt.com:90/live/zhxw.m3u8?zsicd
	
	金口河综合频道
	金堂电视台,http://live.jtxwzx.com.cn:80/jtdst/hd/live.m3u8
	井研新闻综合,http://tvfile.jyrmt.cn:80/nmip-media/channellive/channel104452/playlist.m3u8
	九寨沟新闻综合
	开江新闻综合
	康定新闻综合,http://m3u8-kd.channel.ganzitv.com/nmip-media-yajiang/channellive/channel100663/playlist.m3u8
	康定新闻综合,http://m3u8-kd.channel.ganzitv.com/nmip-media-yajiang/channellive/channel100663/playlist.m3u8?zsicd
	
	乐山公共,http://channellive.leshantv.net/live/ch2.flv?zsicd
	乐山公共,http://channellive.leshantv.net/live/ch2.flv
	
	乐山新闻综合,http://channellive.leshantv.net/live/ch1.flv
	乐山新闻综合,http://channellive.leshantv.net/live/ch1.flv?zsicd
	
	乐至综合,http://175.155.106.72:89/live1/live1.m3u8
	乐至综合,http://175.155.106.72:89/live1/live1.m3u8?zsicd
	乐至综合,http://rmlive.lzxrmtzx.com/live1/live1.m3u8
	乐至综合,http://rmlive.lzxrmtzx.com:80/live1/live1.m3u8
	乐至综合,http://rmlive.lzxrmtzx.com/live1/live1.m3u8?zsicd
	
	雷波综合频道
	
	利州综合,http://tv.drs.lzgbdst.com:8100/channellive/lztv2.flv
	利州综合,http://tv.drs.lzgbdst.com:8100/channellive/lztv2.flv?zsicd
	利州综合,http://tvfile.lzgbdst.com/nmip-media/channellive/channel106876/playlist.m3u8
	利州综合,http://tvfile.lzgbdst.com:80/nmip-media/channellive/channel106876/playlist.m3u8
	利州综合,http://tvfile.lzgbdst.com/nmip-media/channellive/channel106876/playlist.m3u8?zsicd
	
	凉山新闻综合,http://file.yizu.tv/nmip-media/channellive/channel106606/playlist.m3u8
	凉山新闻综合,http://m3u8.channel.i0834.cn/nmpi-media/channellive/channel114103/playlist.m3u8
	凉山新闻综合,http://m3u8.channel.i0834.cn/nmpi-media/channellive/channel114103/playlist.m3u8?zsicd
	
	凉山彝语,http://file.yizu.tv/nmip-media/channellive/channel107323/playlist.m3u8
	凉山彝语,http://m3u8.channel.i0834.cn/nmpi-media/channellive/channel115044/playlist.m3u8
	凉山语,http://m3u8.channel.i0834.cn/nmpi-media/channellive/channel115044/playlist.m3u8?zsicd
	
	邻水新闻综合
	龙泉驿新闻综合
	隆昌新闻综合
	
	
	泸县新闻综合,http://lxfile.lxxcb.cn/nmip-media/channellive/channel103799/playlist.m3u8
	泸县新闻综合,http://lxfile.lxxcb.cn:80/nmip-media/channellive/channel103799/playlist.m3u8
	泸县新闻综合,http://lxfile.lxxcb.cn/nmip-media/channellive/channel103799/playlist.m3u8?zsicd
	
	泸州公共,http://m3u8.channel.luzhoubs.com/nmip-media/channellive/channel102221/playlist.m3u8
	泸州公共,http://m3u8.channel.luzhoubs.com/nmip-media/channellive/channel102221/playlist.m3u8?zsicd
	
	泸州科教,http://file.luzhoubs.com/nmip-media/channellive/channel103074/playlist.m3u8
	泸州科教,http://m3u8.channel.luzhoubs.com/nmip-media/channellive/channel103074/playlist.m3u8
	泸州科教,http://m3u8.channel.luzhoubs.com/nmip-media/channellive/channel103074/playlist.m3u8?zsicd
	
	泸州新闻综合,http://m3u8.channel.luzhoubs.com/nmip-media/channellive/channel106011/playlist.m3u8
	泸州新闻综合,http://m3u8.channel.luzhoubs.com/nmip-media/channellive/channel106011/playlist.m3u8?zsicd
	
	泸州综合,http://lztv.gy315.com:18080/live/lztv.m3u8
	
	
	
	罗江新闻综合,http://pull.luojiangrongmei.com/ljds/ljtv.m3u8
	马边电视台,http://tvfile.mb.lsrm.org.cn/nmip-media/channellive/channel104860/playlist.m3u8
	马尔康综合,http://live.zmmek.com:90/live/zhxw.m3u8?zsicd
	马尔康综合,http://live.zmmek.com:90/live/zhxw.m3u8
	
	眉山公共
	
	眉山综合
	绵阳公共
	绵阳科技
	绵阳综合
	
	冕宁新闻,http://dcpull.sctvcloud.com:80/live/4ba9636d0188100015bb609900000000/playlist.m3u8
	名山综合,http://drs.tv.yatv.tv:8080/channellive/mingshan.flv
	
	沐川综合,rtmp://tv.mcrm.org.cn:1935/channellive/tv01
	
	纳溪新闻,https://bl.ainaxi.cn/live/d1b85c45e7b74e96bdd950e047c7fd94.m3u8
	纳溪新闻,https://bl.ainaxi.cn:443/live/d1b85c45e7b74e96bdd950e047c7fd94.m3u8
	纳溪新闻,https://bl.ainaxi.cn/live/d1b85c45e7b74e96bdd950e047c7fd94.m3u8?zsicd
	
	南部新闻综合,http://pili-live-rtmp.148.i2863.com/i2863-148/live_148_811389.m3u8
	南充公共
	南充科教
	南充新闻
	内江公共
	内江科教
	内江综合
	宁南新闻
	
	攀枝花公共,http://zb.pzhgd.com:9095/live/ggpd.m3u8?zsicd
	攀枝花公共,http://zb.pzhgd.com:9095/live/ggpd.m3u8
	
	攀枝花新闻综合,http://zb.pzhgd.com:9095/live/xwzh.m3u8
	攀枝花新闻综合,http://zb.pzhgd.com:9095/live/xwzh.m3u8?zsicd
	
	彭山综合,http://m3u8tv.psrm.net:80/nmip-media/channellive/channel100740/playlist.m3u8
	
	蓬安新闻综合,http://palive.patv123.com:8091/live/xwpd_800K.m3u8
	蓬安新闻综合,http://palive.patv123.com:8091/live/xwpd_800K.m3u8
	蓬安新闻综合,http://palive.patv123.com:8091/live/xwpd_800K.m3u8?zsicd
	
	蓬溪新闻综合
	郫都新闻综合,http://vod.pdrmtzx.com:80/pd/live.m3u8
	平昌新闻综合,http://dcpull.sctvcloud.com:80/live/56bd348f018810004a8741e000000000/playlist.m3u8
	
	平武综合频道
	普格综合,http://175.153.116.219:8086/0.m3u8
	
	青川新闻综合,http://qcfile.qcrmt.com:80/nmip-media/channellive/channel100933/playlist.m3u8
	
	
	青神综合,http://lmt.scqstv.com/live1/live1.m3u8
	青神综合,http://lmt.scqstv.com:80/live1/live1.m3u8
	青神综合,http://lmt.scqstv.com/live1/live1.m3u8?zsicd
	
	渠县城市公共
	渠县新闻综合,http://222.208.224.227:81/hls/cfp2p8m3.m3u8
	壤塘综合频道
	仁寿综合,https://play.scrstv.com:443/TV/xwzh.m3u8?auth_key=1701335002-0-0-3f433e2a59b5dcff4ed6e1328e60d981
	荣县综合,http://play.rongxianwang.net:80/yuedurongxian/rongxiantv.m3u8?auth_key=1687677442-0-0-1e9957b6ca5d6fc08b5d46dc600ca4fd
	三台电视二套,http://125.65.94.91:12353/live
	三台电视一套,http://125.65.94.91:12351/live
	
	沙湾综合,http://tvfile.swrmt.com:80/nmip-media/channellive/channel100064/playlist.m3u8
	
	什邡新闻,http://live.sfrmt.com:85/live/zhpd.m3u8?zsicd
	什邡新闻,http://live.sfrmt.com:85/live/zhpd.m3u8
	石棉综合,http://drs.tv.yatv.tv:8080/channellive/shimian.flv
	石渠综合,http://tv.drs.ganzitv.com:8100/channellive/shiqu.flv
	双流综合,http://171.221.250.130:18888/27e684978eb642eeb90ab815f6cc51bf/c41893de5e8645b3b43aef1640859b0d.m3u8
	
	松潘新闻综合,http://live.spccmc.com:90/live/spxwzh.m3u8
	松潘新闻综合,http://live.spccmc.com:90/live/spxwzh.m3u8?zsicd
	
	
	通江新闻综合
	万源新闻综合,http://live.wanyuannews.com/wytv/hd/live.m3u8
	万源新闻综合,http://live.wanyuannews.com:80/wytv/hd/live.m3u8
	万源新闻综合,http://live.wanyuannews.com/wytv/hd/live.m3u8?zsicd
	
	旺苍新闻综合,http://channel.wcrmt.cn:80/nmip-media/channellive/channel105268/playlist.m3u8
	
	威远新闻综合,http://dxplay.scwy.cn/live/weiyuanzonghepingdao/index.m3u8
	威远新闻综合,http://dxplay.scwy.cn/live/weiyuanzonghepingdao/index.m3u8?zsicd
	
	
	文化旅游
	汶川新闻综合,http://live.iwcmt.cn:90/live/zhxw.m3u8
	汶川新闻综合,http://live.iwcmt.cn:90/live/zhxw.m3u8?zsicd
	
	五通桥综合频道,https://play.wtqrm.com:443/qtwz/wtqzb.m3u8?auth_key=1663323505-0-0-01843919c015a267038d6e00fd1e1519
	武胜综合
	西昌综合,http://xcfb.screx.com.cn:18085/hlsnew1/channel1.m3u8
	
	小金综合,http://xjlive.xjxrmt.cn:8091/live/xwpd.m3u8
	小金综合,http://xjlive.xjsc.gov.cn:8091/live/xwpd.m3u8
	小金综合,http://xjlive.xjsc.gov.cn:8091/live/xwpd.m3u8?zsicd
	
	新都综合
	荥经综合,http://drs.tv.yatv.tv:8080/channellive/yingjing.flv
	
	叙永综合,http://luzhi.xuyongrongmei.com:1935/live/_definst_/xyxw/playlist.m3u8
	叙永综合,http://luzhi.xuyongrongmei.com:1935/live/_definst_/xyxw/playlist.m3u8?zsicd
	
	宣汉新闻综合,http://livexuanhan.chinamcache.com:80/live/push1.m3u8
	
